cmdCode,descriptionOriginal,id,text,parent,isLeaf,aggrlevel
"7182","Printing and bookbinding machinery","7182","7182 - Printing and bookbinding machinery","718","0","4",
"71821","Bookbinding machinery","71821","71821 - Bookbinding machinery","7182","1","5",
"71822","Type making & setting machinery,etc.","71822","71822 - Type making & setting machinery,etc.","7182","1","5",
"71829","Other printing machinery","71829","71829 - Other printing machinery","7182","1","5",
"7182X","Memorandum Item","7182X","7182X - Memorandum Item","7182","1","5",
"7183","Food processing machines, excluding domestic","7183","7183 - Food processing machines, excluding domestic","718","0","4",
"71831","Machinery for milling grain,etc.","71831","71831 - Machinery for milling grain,etc.","7183","1","5",
"71839","Other food processing machines","71839","71839 - Other food processing machines","7183","1","5",
"7183X","Memorandum Item","7183X","7183X - Memorandum Item","7183","1","5",
"7184","Construction and mining machinery, nes","7184","7184 - Construction and mining machinery, nes","718","0","4",
"71841","Road rollers,mechanically propelled","71841","71841 - Road rollers,mechanically propelled","7184","1","5",
"71842","Excavating, levelling, boring, etc. Machinery","71842","71842 - Excavating, levelling, boring, etc. Machinery","7184","1","5",
"7184X","Memorandum Item","7184X","7184X - Memorandum Item","7184","1","5",
"7185","Mineral crushing etc. & glass working machinery","7185","7185 - Mineral crushing etc. & glass working machinery","718","0","4",
"71851","Mineral crushing,sorting,etc.machinery","71851","71851 - Mineral crushing,sorting,etc.machinery","7185","1","5",
"71852","Glass working machinery","71852","71852 - Glass working machinery","7185","1","5",
"7185X","Memorandum Item","7185X","7185X - Memorandum Item","7185","1","5",
"7187","Nuclear reactors, and parts thereof, n.e.s.","7187","7187 - Nuclear reactors, and parts thereof, n.e.s.","718","1","4",
"71871","Nuclear reactors","71871","71871 - Nuclear reactors","7187","1","5",
"71877","Fuel elements (cartridges), non-irradiated","71877","71877 - Fuel elements (cartridges), non-irradiated","7187","1","5",
"71878","Parts of nuclear reactors","71878","71878 - Parts of nuclear reactors","7187","1","5",
"7187X","Memorandum Item","7187X","7187X - Memorandum Item","7187","1","5",
"7188","Engines and motors, n.e.s. (wind engines, hot air engines, water wheels and water turbines)","7188","7188 - Engines and motors, n.e.s. (wind engines, hot air engines, water wheels and water turbines)","718","0","4",
"71881","Water turbines","71881","71881 - Water turbines","7188","1","5",
"71882","Other hydraulic engines and motors (including water wheels)","71882","71882 - Other hydraulic engines and motors (including water wheels)","7188","1","5",
"71888","Other engines and motors, n.e.s.","71888","71888 - Other engines and motors, n.e.s.","7188","1","5",
"71889","Regulators for and parts, n.e.s. of the engines and motor's falling within headings 718.81 and 718.82","71889","71889 - Regulators for and parts, n.e.s. of the engines and motor's falling within headings 718.81 and 718.82","7188","1","5",
"7188X","Memorandum Item","7188X","7188X - Memorandum Item","7188","1","5",
"7189","Engines and motors, n.e.s. (e.g., wind engines and hot air engines); parts of these engines and motors and of the reaction engines of heading 714.49","7189","7189 - Engines and motors, n.e.s. (e.g., wind engines and hot air engines); parts of these engines and motors and of the reaction engines of heading 714.49","718","0","4",
"71891","Linear-acting hydraulic power engines and motors (cylinders)","71891","71891 - Linear-acting hydraulic power engines and motors (cylinders)","7189","1","5",
"71892","Linear-acting pneumatic power engines and motors (cylinders)","71892","71892 - Linear-acting pneumatic power engines and motors (cylinders)","7189","1","5",
"71893","Other engines and motors","71893","71893 - Other engines and motors","7189","1","5",
"71899","Parts of the engines and motors of headings 714.49, 718.91, 718.92 and 718.93","71899","71899 - Parts of the engines and motors of headings 714.49, 718.91, 718.92 and 718.93","7189","1","5",
"7189X","Memorandum Item","7189X","7189X - Memorandum Item","7189","1","5",
"718X","Memorandum Item","718X","718X - Memorandum Item","718","0","4",
"718XX","Memorandum Item","718XX","718XX - Memorandum Item","718X","1","5",
"719","Machinery and appliances non electrical parts","719","719 - Machinery and appliances non electrical parts","71","0","3",
"7191","Heating and cooling equipment","7191","7191 - Heating and cooling equipment","719","0","4",
"71911","Gas generators","71911","71911 - Gas generators","7191","1","5",
"71912","Air conditioning machines","71912","71912 - Air conditioning machines","7191","1","5",
"71913","Furnace burners,mechanical stokers,etc.","71913","71913 - Furnace burners,mechanical stokers,etc.","7191","1","5",
"71914","Indust & laboratory furnaces & ovens non elec.","71914","71914 - Indust & laboratory furnaces & ovens non elec.","7191","1","5",
"71915","Refrigerators not domestic & oth refrig equip.","71915","71915 - Refrigerators not domestic & oth refrig equip.","7191","1","5",
"71919","Other app for treating mat.with heat or cold","71919","71919 - Other app for treating mat.with heat or cold","7191","1","5",
"7191X","Memorandum Item","7191X","7191X - Memorandum Item","7191","1","5",
"7192","Pumps and centrifuges","7192","7192 - Pumps and centrifuges","719","0","4",
"71921","Pumps for liquids","71921","71921 - Pumps for liquids","7192","1","5",
"71922","Pumps for gases,etc.","71922","71922 - Pumps for gases,etc.","7192","1","5",
"71923","Centrifuges & filtering machinery","71923","71923 - Centrifuges & filtering machinery","7192","1","5",
"7192X","Memorandum Item","7192X","7192X - Memorandum Item","7192","1","5",
"7193","Mechanical handling equipment","7193","7193 - Mechanical handling equipment","719","0","4",
"71931","Lifting & loading machinery","71931","71931 - Lifting & loading machinery","7193","1","5",
"71932","Fork lift trucks for moving goods within plant","71932","71932 - Fork lift trucks for moving goods within plant","7193","1","5",
"7193X","Memorandum Item","7193X","7193X - Memorandum Item","7193","1","5",
"7194","Domestic appliances, non electrical","7194","7194 - Domestic appliances, non electrical","719","0","4",
"71941","Domestic food processing appliances,non elect.","71941","71941 - Domestic food processing appliances,non elect.","7194","1","5",
"71942","Domestic refrigerators, non electrical","71942","71942 - Domestic refrigerators, non electrical","7194","1","5",
"71943","Domestic water heaters,non electrical","71943","71943 - Domestic water heaters,non electrical","7194","1","5",
"7194X","Memorandum Item","7194X","7194X - Memorandum Item","7194","1","5",
"7195","Powered tools, nes","7195","7195 - Powered tools, nes","719","0","4",
"71951","Machine tools for working minerals","71951","71951 - Machine tools for working minerals","7195","1","5",
"71952","Machine tools for working wood, plastics, etc.","71952","71952 - Machine tools for working wood, plastics, etc.","7195","1","5",
"71953","Motorised hand tools non electrical","71953","71953 - Motorised hand tools non electrical","7195","1","5",
"71954","Parts 3 accessories of machine tools","71954","71954 - Parts 3 accessories of machine tools","7195","1","5",
"7195X","Memorandum Item","7195X","7195X - Memorandum Item","7195","1","5",
"7196","Other non electrical machines","7196","7196 - Other non electrical machines","719","0","4",
"71961","Calendering mach.& similar rolling machines","71961","71961 - Calendering mach.& similar rolling machines","7196","1","5",
"71962","Mach.for cleaning or filling containers","71962","71962 - Mach.for cleaning or filling containers","7196","1","5",
"71963","Weighing machinery and weights therefor","71963","71963 - Weighing machinery and weights therefor","7196","1","5",
"71964","Spraying machinery","71964","71964 - Spraying machinery","7196","1","5",
"71965","Automatic vending machines","71965","71965 - Automatic vending machines","7196","1","5",
"71966","Railway & tramway track fixtures & fittings","71966","71966 - Railway & tramway track fixtures & fittings","7196","1","5",
"7196X","Memorandum Item","7196X","7196X - Memorandum Item","7196","1","5",
"7197","Ball, roller or needle roller bearings","7197","7197 - Ball, roller or needle roller bearings","719","1","4",
"7198","Machinery and mechanical appliances, nes","7198","7198 - Machinery and mechanical appliances, nes","719","1","4",
"7199","Parts and accessories of machinery, nes","7199","7199 - Parts and accessories of machinery, nes","719","0","4",
"71991","Moulding boxes for metal foundry","71991","71991 - Moulding boxes for metal foundry","7199","1","5",
"71992","Taps,cocks,valves & similar appliances","71992","71992 - Taps,cocks,valves & similar appliances","7199","1","5",
"71993","Transmission shafts & cranks,pulleys,etc.","71993","71993 - Transmission shafts & cranks,pulleys,etc.","7199","1","5",
"71994","Metal plastic joints","71994","71994 - Metal plastic joints","7199","1","5",
"71999","Machinery parts,non electrical,n.e.s.","71999","71999 - Machinery parts,non electrical,n.e.s.","7199","1","5",
"7199X","Memorandum Item","7199X","7199X - Memorandum Item","7199","1","5",
"719X","Memorandum Item","719X","719X - Memorandum Item","719","0","4",
"719XX","Memorandum Item","719XX","719XX - Memorandum Item","719X","1","5",
"71X","Memorandum Item","71X","71X - Memorandum Item","71","0","3",
"71XX","Memorandum Item","71XX","71XX - Memorandum Item","71X","0","4",
"71XXX","Memorandum Item","71XXX","71XXX - Memorandum Item","71XX","1","5",
"72","Electrical machinery, apparatus and appliances","72","72 - Electrical machinery, apparatus and appliances","7","0","2",
"721","Agricultural machinery (excluding tractors) and parts thereof, n.e.s.","721","721 - Agricultural machinery (excluding tractors) and parts thereof, n.e.s.","72","0","3",
"7211","Agricultural and horticultural machinery for soil preparation or cultivation (e.g., ploughs, harrows, cultlvators, seed and fertilizer distributors); lawn and sports ground rollers; and parts thereof, n.e.s.","7211","7211 - Agricultural and horticultural machinery for soil preparation or cultivation (e.g., ploughs, harrows, cultlvators, seed and fertilizer distributors); lawn and sports ground rollers; and parts thereof, n.e.s.","721","0","4",
"72111","Ploughs","72111","72111 - Ploughs","7211","1","5",
"72112","Seeders, planters, transplanters; fertilizer distributors and manure spreaders (other than hand tools)","72112","72112 - Seeders, planters, transplanters; fertilizer distributors and manure spreaders (other than hand tools)","7211","1","5",
"72113","Scarifiers, cultivators, weeders, hoes and harrows (other than hand tools)","72113","72113 - Scarifiers, cultivators, weeders, hoes and harrows (other than hand tools)","7211","1","5",
"72118","Other agricultural and horticultural machinery for soil preparation or cultivation; lawn and sports round rollers","72118","72118 - Other agricultural and horticultural machinery for soil preparation or cultivation; lawn and sports round rollers","7211","1","5",
"72119","Parts, n.e.s. of the machinery falling within heading 721.1","72119","72119 - Parts, n.e.s. of the machinery falling within heading 721.1","7211","1","5",
"7211X","Memorandum Item","7211X","7211X - Memorandum Item","7211","1","5",
